id,label,text,subject,speaker,speaker_job,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,source,sensational_score,hedging_score,sentiment_compound
5813.json,mostly-true,"About 230,000 people that were on unemployment when I took office are not on unemployment now.","economy,workers",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,radio interview,LIAR,0.0,0.0,-0.1265
755.json,half-true,There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.,taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Oxford, Miss.",LIAR,0.0,0.0,-0.0258
1384.json,pants-fire,We had no domestic attacks under Bush.,"homeland-security,terrorism",rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,an interview on 'Good Morning America',LIAR,0.0,0.0,0.0531
8917.json,false,"Girl Scouts USAs curriculum promotes Margaret Sanger, founder of Planned Parenthood, Betty Friedan, founder of NARAL Prochoice, and other pro-abortion women as icons for our children to emulate.","abortion,children,sexuality",american-life-league,Nonproft organization,,none,0.0,1.0,0.0,0.0,0.0,an email blast,LIAR,0.05,0.0,0.34
1672.json,true,Says Holly Turner failed to vote in five straight Republican primaries.,elections,paul-workman,Businessman ,Texas,republican,1.0,0.0,0.0,0.0,0.0,a TV ad,LIAR,0.0,0.0,-0.34
5474.json,half-true,"In 2011, there were more than 28,000 new Tennessee jobs created and over $4 billion in capital investment. Our Jobs4TN plan is working.","economy,jobs",bill-haslam,Governor,Tennessee,republican,0.0,1.0,1.0,0.0,0.0,his State of the State address.,LIAR,0.0,0.0,0.25
8330.json,mostly-true,Up to half of all Americans have a pre-existing condition.,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech about the Affordable Care Act,LIAR,0.0,0.0,0.0
200.json,true,"In the African-American community today, 68 percent of kids born are born out of wedlock.",families,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"St. Petersburg, Fla.",LIAR,0.0,0.0,0.0
4923.json,true,A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,criminal-justice,city-atlanta,,,none,1.0,1.0,1.0,0.0,0.0,a news release,LIAR,0.0,0.0,-0.0772
3028.json,false,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.","bipartisanship,congressional-rules",steny-hoyer,House Majority Leader,Maryland,democrat,0.0,1.0,3.0,4.0,0.0,a news release,LIAR,0.05,0.0,-0.296
3067.json,true,Some of the men serving in the (Afghan) armed forces have never driven a vehicle before.,afghanistan,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,comments to reporters.,LIAR,0.0,0.0,0.0
3050.json,true,Says she condemned violence at a campaign stop in Arizona in March.,elections,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a video statement on Facebook,LIAR,0.0,0.0,-0.8481
2263.json,mostly-true,"In 2008 (Mandel) was re-elected to a second term, representing a district with a 2:1 Democrat to Republican voter ratio.",elections,josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a statement posted to his website,LIAR,0.0,0.0,0.0
4373.json,pants-fire,A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,"education,state-budget,states",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a news release,LIAR,0.0,0.0,0.4939
1063.json,true,Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of a postage stamp a day.,"energy,environment",edward-markey,,,democrat,0.0,0.0,1.0,1.0,0.0,a press release.,LIAR,0.0,0.0,0.0
8209.json,true,"Says that unlike Texas, Missouri has a perfect AAA credit rating.","economy,state-budget,state-finances,states",jay-nixon,Governor,Missouri,democrat,2.0,0.0,0.0,1.0,0.0,a radio advertisement,LIAR,0.05,0.0,0.743
3286.json,false,The presidents proposed budget will help reduce the deficit by $400 billion over the next decade to the lowest level since Dwight Eisenhower was president.,"deficit,federal-budget,history",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Cleveland, Ohio",LIAR,0.0,0.0,-0.3818
2878.json,mostly-true,"The Republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",taxes,alan-grayson,U.S. House of Representatives,Florida,democrat,6.0,5.0,4.0,11.0,1.0,a speech on the House floor.,LIAR,0.0,0.0,-0.3818
3652.json,false,President Barack Obama took exactly none of his own deficit reduction commissions ideas. Not one.,"deficit,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,an interview with ABC news,LIAR,0.0,0.0,-0.4019
9601.json,barely-true,"Perdue mismanaged Pillowtex, and nearly 8,000 people got laid off.",economy,jack-kingston,U.S. Representative,Georgia,republican,3.0,1.0,4.0,3.0,0.0,an ad,LIAR,0.0,0.0,0.0
9218.json,mostly-true,One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.,"congress,health-care,polls",democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,"an interview on CNN's ""State of the Union.""",LIAR,0.0,0.0,0.7506
5534.json,barely-true,Says David Rivera allowed House Republican leaders to strip key provisions from the STOCK Act that would crack down on insider trading by members of Congress.,"candidates-biography,ethics",luis-garcia,state representative,Florida,democrat,1.0,0.0,0.0,1.0,0.0,a campaign press release,LIAR,0.05,0.0,0.0
13442.json,pants-fire,"Says that at a campaign rally President Barack Obama spent so much time screaming at a protester, and frankly it was a disgrace.",elections,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Hershey, Pa. ",LIAR,0.0,0.0,-0.7239
10404.json,half-true,Says Mitt Romney pays less tax than the guys who installed his car elevators.,taxes,jennifer-granholm,Former governor of Michigan,Michigan,democrat,1.0,0.0,3.0,2.0,0.0,"an interview on ABC's ""This Week""",LIAR,0.0,0.0,0.0
2602.json,false,Marco Rubio says Solo Ingles (English only).,immigration,kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a web ad.,LIAR,0.0,0.0,0.0
8033.json,barely-true,Farming is one of the fastest growing areas of our economy.,"agriculture,economy",lincoln-chafee,,Rhode Island,democrat,3.0,5.0,3.0,4.0,0.0,a newspaper story,LIAR,0.0,0.0,0.1779
11323.json,pants-fire,You know our current president is (Muslim). You know hes not even an American.,"islam,obama-birth-certificate,terrorism",town-hall-audience-member,,,none,0.0,0.0,0.0,0.0,1.0,"a town hall held by Donald Trump in Rochester, N.H.",LIAR,0.0,0.0,0.0
9580.json,mostly-true,Says Charlie Crist raised taxes on the middle class by $2.2 billion.,taxes,republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,a campaign commercial,LIAR,0.0,0.0,0.0
10949.json,half-true,The United States still ranks 20th in the world in access to broadband -- over 50 percent below the best nations.,"economy,infrastructure,technology",russ-feingold,,Wisconsin,democrat,2.0,4.0,7.0,5.0,1.0,a speech at the state Democratic Party convention,LIAR,0.0,0.0,0.7906
11458.json,mostly-true,A Republican bill that would change John Doe criminal investigations is creating exceptions in the law for politicians.,"campaign-finance,crime,criminal-justice,elections,ethics,legal-issues",chris-danou,,,democrat,0.0,0.0,0.0,1.0,0.0,remarks in Assembly debate,LIAR,0.0,0.0,-0.296
7967.json,mostly-true,"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)",guns,joe-manchin,Senator from West Virginia,West Virginia,democrat,0.0,0.0,1.0,1.0,0.0,an interview on MSNBC,LIAR,0.05,0.0,0.6124
11224.json,true,There are actually only 30 countries that practice birthright citizenship.,immigration,se-cupp,Co-host of CNN's Crossfire,,republican,0.0,0.0,1.0,0.0,0.0,"an interview on ""State of the Union""",LIAR,0.0,0.0,0.0
12483.json,false,Virginias banning of felons from voting is a Jim Crow-era law.,"civil-rights,history",levar-stoney,Richmond mayoral candidate,Virginia,democrat,1.0,1.0,1.0,0.0,0.0,a radio interview.,LIAR,0.0,0.0,0.0
5389.json,pants-fire,Says he was exonerated in every single case in 1990s ethics violations charges.,ethics,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a radio interview,LIAR,0.0,0.0,-0.4019
566.json,barely-true,John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,iraq,democratic-national-committee,,,none,8.0,2.0,10.0,8.0,0.0,in an ad on the Internet,LIAR,0.0,0.0,0.0
3986.json,pants-fire,Multnomah Countys food action plan clearly plans to disrupt the free market system in terms of food choices making it harder and more expensive for many residents to eat their food of choice.,"county-government,government-regulation",roxanne-ross,blogger,Oregon,none,0.0,0.0,0.0,0.0,1.0,an online posting,LIAR,0.0,0.0,0.7184
6047.json,false,Homosexual behavior cuts your lifeby about 20 years.,"gays-and-lesbians,health-care,sexuality",bob-marshall,State delegate,Virginia,republican,0.0,2.0,0.0,0.0,1.0,an interview.,LIAR,0.0,0.0,-0.296
10681.json,half-true,"A school uniform policy helps with school safety, helps with truancy.",education,janet-adkins,state representative,Florida,republican,1.0,0.0,1.0,1.0,0.0,a discussion about school uniforms,LIAR,0.0,0.0,0.7906
1871.json,pants-fire,"My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, Heres how you need to sell cap-and-trade to the American people.","cap-and-trade,climate-change",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a speech,LIAR,0.0,0.0,0.0
4334.json,mostly-true,"Over the last four years, 53 percent of black wealth has just disappeared.","diversity,economy,pundits,abc-news-week",donna-brazile,Political commentator,"Washington, D.C.",democrat,0.0,1.0,4.0,7.0,0.0,a comment on 'This Week with Christiane Amanpour',LIAR,0.0,0.0,0.3182
3792.json,barely-true,Early voting remains at 96 hours.,elections,kurt-browning,Secretary of State,Florida,republican,1.0,0.0,0.0,0.0,0.0,a guest column published in the 'St. Petersburg Times',LIAR,0.0,0.0,0.0
2473.json,false,"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.","crime,message-machine",jack-conway,Kentucky Attorney General,Kentucky,democrat,0.0,1.0,0.0,2.0,0.0,a campaign video,LIAR,0.0,0.0,0.0
3300.json,mostly-true,FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter,"government-efficiency,public-service,state-budget,workers",ohio-democratic-party,,Ohio,democrat,4.0,1.0,2.0,2.0,2.0,a tweet on Twitter,LIAR,0.05,0.0,0.4019
2074.json,mostly-true,"As a Congressman, J.D. Hayworth was an avid earmarker who supported such pork as $220,000 to renovate a Maine Blueberry farm and $5.8 million for a Vermont snowmobile trail.","federal-budget,message-machine",john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,a political ad,LIAR,0.0,0.0,0.5423
11617.json,false,59 percent of Americans today believe that Barack Obama is still a Muslim.,"candidates-biography,diversity,polls",arsalan-iftikhar,"Senior editor, Islamic Monthly magazine ","Washington, D.C.",none,0.0,1.0,0.0,0.0,0.0,"a roundtable discussion on NBC's ""Meet the Press""",LIAR,0.0,0.0,0.0
5548.json,mostly-true,"Because of the new health care law, 2.5 million young adults now have coverage.","health-care,job-accomplishments,message-machine-2012",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"the campaign film ""The Road We've Traveled""",LIAR,0.0,0.0,0.4939
8217.json,mostly-true,Half of Oregon university students are on Pell Grants.,"education,poverty",jim-francesconi,Member of the State Board of Higher Education,Oregon,none,0.0,1.0,1.0,1.0,0.0,a guest column,LIAR,0.0,0.0,0.2263
10115.json,mostly-true,Weve had 27 (Ebola) outbreaks around the globe and theyve never spread outside of the confines of the countries that were initially affected.,"ebola,public-health",corey-hebert,,,democrat,0.0,0.0,0.0,1.0,0.0,"an interview on MSNBC's ""All in with Chris Hayes""",LIAR,0.0,0.0,-0.1531
5229.json,half-true,"When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it.","bipartisanship,cap-and-trade,climate-change,energy",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a debate in Tampa, Fla.",LIAR,0.0,0.0,0.2263
11885.json,mostly-true,"Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.","education,history",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a Democratic debate in New Hampshire,LIAR,0.0,0.0,0.4215
2273.json,mostly-true,"Taxpayer money will provide iPod Touch devices to high school students in Utah, BlackBerry smart phones to smokers who kick the habit and funding for a study of exotic ants in East Africa.",stimulus,john-cornyn,Senator,Texas,republican,5.0,3.0,6.0,2.0,1.0,a press release,LIAR,0.0,0.0,0.4019
12439.json,mostly-true,The Nordic countries are some of the few countries that meet development aid goals.,foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference,LIAR,0.0,0.0,0.0
12813.json,mostly-true,"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",taxes,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech.,LIAR,0.0,0.0,0.5574
5469.json,true,Gingrich supported individual health insurance mandates.,"health-care,message-machine-2012",red-white-and-blue-fund,,,none,0.0,1.0,0.0,0.0,0.0,a campaign ad,LIAR,0.0,0.0,0.3182
10503.json,false,"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.","corrections-and-updates,health-care,public-health",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview with the Texas Tribune and Washington Post.,LIAR,0.0,0.0,0.0
1535.json,mostly-true,"Florida ""has the second-highest foreclosure rate in the nation.""","economy,housing",kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a statement on his Web site,LIAR,0.0,0.0,-0.128
8817.json,true,"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.","animals,crime,environment,government-regulation,guns,pundits,recreation,market-regulation",richard-august,talk show host,Rhode Island,talk-show-host,0.0,0.0,0.0,0.0,0.0,a Providence Journal commentary,LIAR,0.05,0.0,-0.7579
7174.json,barely-true,"Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee would be a $19 decrease.","county-budget,county-government,taxes",marina-dimitrijevic,,,none,1.0,1.0,2.0,0.0,0.0,a radio interview,LIAR,0.0,0.0,0.4404
12096.json,barely-true,Says Judge JoAnne Kloppenburg agreed to use a technicality to give a convicted sex offender a new hearing because he didnt understand the charge.,criminal-justice,wisconsin-alliance-reform,,,organization,1.0,0.0,0.0,0.0,0.0,a TV ad,LIAR,0.0,0.0,-0.1027
13529.json,half-true,"More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but the federal government has still only committed $7 million to help Florida.","federal-budget,public-health",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press release,LIAR,0.0,0.0,0.7351
10445.json,false,"It will cost $50,000 per enrollee in Obamacare over the next 10 years.","health-care,taxes",stuart-varney,,,republican,0.0,1.0,0.0,0.0,0.0,"an interview on Fox News' ""America's Newsroom""",LIAR,0.0,0.0,0.0
9749.json,true,The minimum number of infrastructure (needs) in Atlanta is $900 million.,city-government,kasim-reed,,,democrat,1.0,0.0,5.0,7.0,1.0,press conference,LIAR,0.0,0.0,0.0772
114.json,true,She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.,health-care,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a television ad,LIAR,0.0,0.0,0.0
13482.json,half-true,"In Flint, Mich., the pipes still havent been replaced. The water is still poisoned.","infrastructure,public-health,urban,water",michael-moore,Documentary filmmaker,,none,2.0,5.0,1.0,6.0,0.0,"remarks on MSNBC's ""Morning Joe""",LIAR,0.0,0.0,-0.4939
784.json,mostly-true,"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Nashville, Tenn.",LIAR,0.05,0.0,-0.5267
6595.json,barely-true,President Barack Obama has weakened the respect for America abroad.,"foreign-policy,polls",callista-gingrich,Wife of former presidential candidate Newt Ginrgich,Georgia,republican,1.0,0.0,0.0,0.0,0.0,a speech at the Republican National Convention in Tampa,LIAR,0.0,0.0,0.2023
9157.json,false,Says the Medicaid fraud rate in Virginia was fact-checked and found to be 0.47 percent.,"health-care,medicaid",terry-mcauliffe,Governor,Virginia,democrat,12.0,6.0,2.0,2.0,3.0,a radio interview.,LIAR,0.0,0.0,-0.5859
7373.json,mostly-true,I was never against same-sex marriage.,marriage,leah-ward-sears,,Georgia,none,0.0,0.0,0.0,1.0,0.0,newspaper column,LIAR,0.0,0.0,0.0
3389.json,half-true,"Says Rick Scotts proposed budget would lay off 20,000 teachers.","education,state-budget",rod-smith,Florida Democratic Party Chairman,Florida,democrat,0.0,1.0,1.0,1.0,0.0,a statement responding to Gov. Rick Scott's State of the State speech.,LIAR,0.0,0.0,0.0
7123.json,true,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,"elections,states",raymond-bateman,,,republican,0.0,1.0,0.0,0.0,0.0,a column,LIAR,0.0,0.0,0.5267
7010.json,mostly-true,We got back every dime used to rescue the banks.,financial-regulation,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a campaign speech in Manchester, N.H.",LIAR,0.0,0.0,0.5106
1224.json,mostly-true,The richest 1 percent have more financial wealth than the bottom 95 percent combined.,"economy,poverty,workers",michael-moore,Documentary filmmaker,,none,2.0,5.0,1.0,6.0,0.0,"a news conference in Washington, D.C.",LIAR,0.0,0.0,0.7832
3571.json,false,"For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.","education,state-budget",mark-hass,state representative,Oregon,democrat,0.0,1.0,1.0,1.0,0.0,in a press release,LIAR,0.05,0.0,0.3182
2860.json,false,On an earmark moratorium.,federal-budget,kay-bailey-hutchison,U.S. Senator,Texas,republican,2.0,4.0,4.0,3.0,0.0,a statement,LIAR,0.0,0.0,0.0
10199.json,true,I spent only $36.29 on my campaign for governor.,"campaign-finance,elections,jobs",robert-healey,lawyer,Rhode Island,independent,1.0,0.0,0.0,0.0,0.0,interviews,LIAR,0.0,0.0,0.0
10200.json,half-true,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,jobs,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"an interview on CBS' ""Face the Nation""",LIAR,0.0,0.0,0.7003
10564.json,half-true,"At this particular point in time, looking at the field, theres only one individual thats ever had the uniform of his country onand thats me.","candidates-biography,military",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a web ad,LIAR,0.0,0.0,0.0
2168.json,true,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",disability,florida-democratic-party,,Florida,democrat,5.0,4.0,4.0,5.0,3.0,a press release,LIAR,0.0,0.0,-0.4215
6744.json,false,Says the number-one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.,immigration,rob-andrews,Congressman,New Jersey,democrat,0.0,1.0,0.0,0.0,0.0,an interview with Townsquare Media New Jersey,LIAR,0.0,0.0,-0.1027
3595.json,false,Says Gov. Rick Scotts approval ratings are up.,"polls,pundits",brian-kilmeade,Fox and Friends co-host,,none,0.0,2.0,0.0,0.0,1.0,comments on 'Fox and Friends',LIAR,0.0,0.0,0.4767
4205.json,true,Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,health-care,la-raza,,,none,0.0,0.0,0.0,0.0,0.0,newscast,LIAR,0.0,0.0,0.0
3965.json,barely-true,Says tax revenue was lower than expected in May and thats basically a clear indication the governors counselors are probably right -- that we are still not out of the woods yet.,"economy,state-budget,state-finances,taxes",chris-widener,State senator,Ohio,republican,1.0,0.0,0.0,0.0,0.0,remarks to reporters,LIAR,0.0,0.0,0.1027
8499.json,mostly-true,Health insurance is more expensive in Massachusetts than anywhere else in the country.,"health-care,states",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"comments on NBC's ""Meet the Press""",LIAR,0.0,0.0,0.0
7019.json,mostly-true,Rhode Island has taken its federal Medicaid funding and shown it can run the program more cost-effectively than the federal government.,"federal-budget,government-efficiency,government-regulation,health-care,medicaid,poverty",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a debate,LIAR,0.0,0.0,0.0
8856.json,half-true,Says Marshawn Lynch is second all-time in terms of average yards per rush only to Terrell Davis.,sports,joel-klatt,,,none,0.0,0.0,1.0,0.0,0.0,a Fox Sports panel about Super Bowl XLVIII,LIAR,0.0,0.0,0.0
11876.json,false,Says some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.,"abortion,crime",john-obannon,State delegate,Virginia,republican,0.0,1.0,0.0,0.0,0.0,a constituent survey,LIAR,0.0,0.0,0.4404
9490.json,false,The U.N. Arms Treatyinfringes upon our right to keep and bear arms.,guns,monica-wehby,Pediatric neurosurgeon,Oregon,republican,0.0,3.0,0.0,0.0,0.0,a campaign website statement,LIAR,0.0,0.0,0.0
13222.json,false,"If you give guns to gangs, you can get out of jail free, if (Californias Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.","crime,criminal-justice",loretta-sanchez,member of Congress,California,democrat,0.0,1.0,1.0,0.0,1.0,a U.S. Senate campaign debate.,LIAR,0.0,0.0,0.872
7866.json,true,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,"economy,income",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a tweet,LIAR,0.0,0.0,0.4939
11130.json,false,"Says his political opponents brought 100,000 protesters into our state.","government-regulation,job-accomplishments,labor,state-budget,unions,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an interview,LIAR,0.0,0.0,-0.2263
8537.json,true,Things went wrong with the Medicare prescription D plan that George Bush rolled out.,"health-care,medicare,retirement,technology",steve-israel,U.S. Representative,New York,democrat,0.0,0.0,0.0,0.0,0.0,an interview on MSNBC,LIAR,0.0,0.0,-0.4767
6822.json,half-true,Says Austin voters can approve seven bond propositions without raising taxes.,"elections,taxes",lee-leffingwell,Austin mayor,Texas,democrat,1.0,0.0,4.0,1.0,0.0,a UNITY PAC press release.,LIAR,0.0,0.0,0.0
12827.json,half-true,Barack Obama ended up getting re-elected by the largest gender gap in the history of American elections.,"elections,polls",cecile-richards,"president, Planned Parenthood Federation of America",New York,democrat,0.0,0.0,2.0,2.0,0.0,remarks to the Texas delegation at the Democratic National Convention as webcast by the Texas Tribun,LIAR,0.0,0.0,0.0
4423.json,mostly-true,"Mike Trainor...still owes $250,000 to the state.","bankruptcy,economy,legal-issues",vincent-buddy-cianci,,Rhode Island,independent,0.0,2.0,1.0,2.0,1.0,a talk show discussion,LIAR,0.0,0.0,0.0
5103.json,barely-true,"Says that after she declared her candidacy for Congress, the redistricting process was manipulated to allow incumbent politicians to guarantee their re-election.","elections,redistricting",nina-turner,State senator,Ohio,democrat,1.0,0.0,0.0,0.0,0.0,a news release,LIAR,0.0,0.0,0.0772
5662.json,barely-true,Says she created the first felony deferred prosecution program for nonviolent first-offenders in Texas.,"county-government,crime,criminal-justice,legal-issues,public-safety",rosemary-lehmberg,Travis County district attorney,Texas,democrat,1.0,0.0,0.0,0.0,0.0,campaign video,LIAR,0.0,0.0,-0.6908
6997.json,mostly-true,"As governor, I cut $5 billion in spending.","job-accomplishments,message-machine-2012,state-budget,state-finances",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a TV ad.,LIAR,0.0,0.0,-0.2732
9164.json,barely-true,Seniors enrolled in Medicare Advantage are going to see an average premium increase between $50 and $90 per month.,"health-care,medicare",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,"in an ""El Nuevo Herald"" editorial",LIAR,0.0,0.0,0.5106
7848.json,half-true,"Since Gina Raimondo took office, investment fees on the states pension portfolio have gone up from about $12 million annually to about $50 million.","candidates-biography,economy,pensions,retirement,state-finances,wealth,workers",frank-caprio,R.I. General Treasurer,Rhode Island,democrat,0.0,0.0,4.0,0.0,0.0,"an appearance on ""10 News Conference""",LIAR,0.0,0.0,0.0
10499.json,half-true,Hispanic students in Florida perform the best of any Hispanic population in the United States.,"diversity,education",jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,a speech in Detroit,LIAR,0.0,0.0,0.7906
4823.json,barely-true,Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.,"federal-budget,taxes",john-kerry,Secretary of State,Massachusetts,democrat,3.0,2.0,2.0,5.0,0.0,"an interview on NBC's ""Meet the Press""",LIAR,0.0,0.0,-0.4019
8742.json,mostly-true,Federal law requires residents to participate in the U.S. governments American Community Survey.,"census,economy,housing,population",us-census-bureau,Government agency,Maryland,none,0.0,0.0,0.0,1.0,0.0,a mailing to Austin's Bob Cole,LIAR,0.0,0.0,0.0
7709.json,false,Says Every legislative district in the state has at least one craft brewery and countless home brewers.,"Alcohol,economy",mark-johnson,,,republican,0.0,1.0,0.0,0.0,0.0,a floor speech,LIAR,0.0,0.0,0.0
13284.json,barely-true,"During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. (He) promises to protect those rights, but thats not what his record shows.",guns,ron-johnson,,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,a TV ad,LIAR,0.0,0.0,0.3716
12590.json,barely-true,"Hillary Clinton surged the trade deficit with China 40% as Secretary of State, costing Americans millions of jobs.","economy,foreign-policy,jobs,trade",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a tweet,LIAR,0.15,0.0,-0.4019
7497.json,half-true,The Legislature needs to spend $500 million to shore up the pension fund this year and the next 28 years to keep it afloat.,pensions,will-weatherford,State Representative,Florida,republican,2.0,3.0,4.0,3.0,0.0,remarks on first day of session,LIAR,0.0,0.0,0.0
11667.json,barely-true,Says 25 percent of U.S. Muslims agreed that violence against Americans here in the United States is justified as a part of the global jihad.,"islam,polls,religion,terrorism",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a campaign statement,LIAR,0.0,0.0,0.3612
13224.json,barely-true,Says Hillary Clinton viciously attacked women abused by Bill Clinton.,"history,women",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the second presidential debate,LIAR,0.0,0.0,-0.8225
11402.json,pants-fire,Says Donald Trumps Make America Great Againhats were made in China.,china,tweets,,,none,2.0,3.0,1.0,2.0,3.0,tweets,LIAR,0.0,0.0,0.6249
12890.json,barely-true,Says Hillary Clintons plan would tax many small businesses by almost 50 percent.,"economy,small-business,taxes,wealth",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech,LIAR,0.0,0.0,0.0
1136.json,half-true,The health care reform plan being proposed in Congress would mean big tax increases.,health-care,us-chamber-commerce,,,none,6.0,3.0,3.0,1.0,1.0,a TV ad,LIAR,0.0,0.0,0.4939
7960.json,half-true,Not one tax has been raised since Ive been governor.,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,"an interview on the ""Ask The Governor"" monthly radio call-in program",LIAR,0.0,0.0,0.0
5380.json,mostly-true,"Says in his years as a Texas legislator, we passed three pay increases for teachers and provided them with health insurance.",education,paul-sadler,Lawyer,Texas,democrat,1.0,0.0,1.0,2.0,1.0,a post on his campaign's Facebook page,LIAR,0.0,0.0,-0.1027
